reference;designation;designation_en;marque_compatible;categorie;categorie_code;sous_categorie;poids_grammes;page_catalogue;fournisseur_code;source
30SC992P00003;Ventilateur RV-140 380/400 V -;Fan RV-140 380/400V 50/60HZ;SCHINDLER;Machinerie;MACHINERIE;992;5;431;SODIMAS;catalogue_sodimas_2019
30SC992P00004;Ventilateur RV-140 380/400 V -;Fan RV-140 380/400V 50/60HZ;SCHINDLER;Machinerie;MACHINERIE;992;5;431;SODIMAS;catalogue_sodimas_2019
30SC992P00005;Ventilateur RV-146 380/400 V -;Fan RV-146 380/400V 50/60HZ;SCHINDLER;Machinerie;MACHINERIE;992;340;431;SODIMAS;catalogue_sodimas_2019
30SC992P00006;Ventilateur RV-146 380/400 V -;Fan RV-146 380/400V 50/60HZ;SCHINDLER;Machinerie;MACHINERIE;992;340;431;SODIMAS;catalogue_sodimas_2019
30SC992P00007;Set de joints pour treuil W140;Set joint for W140.;SCHINDLER;Machinerie;MACHINERIE;992;26;431;SODIMAS;catalogue_sodimas_2019
30SO052P00008;Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.;;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30SO052P00009;Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.;;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30SO052P00011;Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.;;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30SO052P00012;Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.;;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30SO052P00015;Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.;;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30SO052P00016;Photographies et illustrations non contractuelles - Sous réserves de modifications - Reproduction même partielle interdite.;;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30SO052P00017;Bobine 48Vcc pour nouveau;Bobine 48vcc pour nouveau;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30SO052P00018;Bobine 48Vcc pour nouveau;Bobine 48vcc pour nouveau;MONITOR;Machinerie;MACHINERIE;052;;241;SODIMAS;catalogue_sodimas_2019
30TH052P00001;Kit frein double pour treuil;Kit double brake modernisation;THYSSEN;Machinerie;MACHINERIE;052;;540;SODIMAS;catalogue_sodimas_2019
30TH072P00001;Codeur WDG100H-38-1024-ABN-;Encoder 1024 TTL (5v )Wachen-;THYSSEN;Machinerie;MACHINERIE;072;;541;SODIMAS;catalogue_sodimas_2019
31OR012P00001;Codeur pour limiteur Orona - 150;Codeur for overspeed governor;ORONA;Suspension;SUSPENSION;012;30;269;SODIMAS;catalogue_sodimas_2019
31OR012P00002;Codeur pour limiteur Orona - 150;Codeur for overspeed governor;ORONA;Suspension;SUSPENSION;012;30;269;SODIMAS;catalogue_sodimas_2019
31OT012P00001;Contact poulie tendeuse B9669 -;Switch for b9669 governor tension;OTIS;Suspension;SUSPENSION;012;260;299;SODIMAS;catalogue_sodimas_2019
31OT012P00002;Contact poulie tendeuse B9669 -;Switch for b9669 governor tension;OTIS;Suspension;SUSPENSION;012;260;299;SODIMAS;catalogue_sodimas_2019
31OT012P00003;Contact K0177AA8 pour limiteur;Switch for A9669A governor;OTIS;Suspension;SUSPENSION;012;115;299;SODIMAS;catalogue_sodimas_2019
31OT012P00004;Contact K0177AA8 pour limiteur;Switch for A9669A governor;OTIS;Suspension;SUSPENSION;012;115;299;SODIMAS;catalogue_sodimas_2019
31OT052P00001;- L 30 m;- L 50 m;OTIS;Suspension;SUSPENSION;052;;300;SODIMAS;catalogue_sodimas_2019
31OT052P00002;- L 30 m;- L 50 m;OTIS;Suspension;SUSPENSION;052;;300;SODIMAS;catalogue_sodimas_2019
31OT052P00003;- L 80 m;- L 100 m;OTIS;Suspension;SUSPENSION;052;;300;SODIMAS;catalogue_sodimas_2019
31OT052P00004;- L 80 m;- L 100 m;OTIS;Suspension;SUSPENSION;052;;300;SODIMAS;catalogue_sodimas_2019
31OT052P00005;- L 150 m;;OTIS;Suspension;SUSPENSION;052;;300;SODIMAS;catalogue_sodimas_2019
31SC012P00001;Joint torique Ø 29,5 pour galet de;Ring for roller -Overspeed governor Galet Ø 42 pour limiteur GBPD;SCHINDLER;Suspension;SUSPENSION;012;5;432;SODIMAS;catalogue_sodimas_2019
31SC012P00002;Joint torique Ø 29,5 pour galet de;Ring for roller -Overspeed governor Galet Ø 42 pour limiteur GBPD;SCHINDLER;Suspension;SUSPENSION;012;5;432;SODIMAS;catalogue_sodimas_2019
31SC012P00003;Jeu de 2 joints toriques pour galet SET OF 2 RUBBER - FOR ROLLER;Galet Ø 42 avec 2 joints pour;SCHINDLER;Suspension;SUSPENSION;012;5;432;SODIMAS;catalogue_sodimas_2019
31SC012P00004;Jeu de 2 joints toriques pour galet SET OF 2 RUBBER - FOR ROLLER;Galet Ø 42 avec 2 joints pour;SCHINDLER;Suspension;SUSPENSION;012;5;432;SODIMAS;catalogue_sodimas_2019
33DA012P00001;Coulisseau cabine ST396 -;Car guide shoe ST396 Microlift;DALDOSS-MICROLIFT;Arcades/Cabine/Contrepoids;CABINE;012;46;114;SODIMAS;catalogue_sodimas_2019
33DA012P00002;Coulisseau cabine ST396 -;Car guide shoe ST396 Microlift;DALDOSS-MICROLIFT;Arcades/Cabine/Contrepoids;CABINE;012;46;114;SODIMAS;catalogue_sodimas_2019
33DA992P00001;Ensemble fin de course assemblé;Limit switch assembly;DALDOSS-MICROLIFT;Arcades/Cabine/Contrepoids;CABINE;992;;115;SODIMAS;catalogue_sodimas_2019
33DI012P00001;Coulisseau à rotule guide de 5,5;Guide shoe housing with gib 5,5;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;868;542;SODIMAS;catalogue_sodimas_2019
33DI012P00002;Coulisseau à rotule guide de 5,5;Guide shoe housing with gib 5,5;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;868;542;SODIMAS;catalogue_sodimas_2019
33DI012P00003;Coulisseau à rotule guide de 10,5;Guide shoe housing with gib 10,5;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;862;542;SODIMAS;catalogue_sodimas_2019
33DI012P00004;Coulisseau à rotule guide de 10,5;Guide shoe housing with gib 10,5;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;862;542;SODIMAS;catalogue_sodimas_2019
33DI012P00005;Coulisseau à rotule guide de 16,5;Guide shoe housing with gib;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;849;542;SODIMAS;catalogue_sodimas_2019
33DI012P00006;Coulisseau à rotule guide de 16,5;Guide shoe housing with gib;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;849;542;SODIMAS;catalogue_sodimas_2019
33DI012P00007;Garniture G9,5 pour coulisseau;Gib 9,5 mm for guide shoe with ball Garniture G10,5 pour coulisseau;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;70;542;SODIMAS;catalogue_sodimas_2019
33DI012P00008;Garniture G9,5 pour coulisseau;Gib 9,5 mm for guide shoe with ball Garniture G10,5 pour coulisseau;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;70;542;SODIMAS;catalogue_sodimas_2019
33DI012P00009;Garniture G12,5 pour coulisseau;Gib 12,5 mm for guide shoe with;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;74;542;SODIMAS;catalogue_sodimas_2019
33DI012P00010;Garniture G12,5 pour coulisseau;Gib 12,5 mm for guide shoe with;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;74;542;SODIMAS;catalogue_sodimas_2019
33DI012P00011;Rotule caoutchouc pour garniture Ball for guide shoe;GARNITURE COULISSEAU POUR;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;44;543;SODIMAS;catalogue_sodimas_2019
33DI012P00012;Coulisseaux fil guide Ø 6 cpds;Gib counterweight g 6;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;169;569;SODIMAS;catalogue_sodimas_2019
33DI012P00013;Coulisseaux fil guide Ø 6 cpds;Gib counterweight g 6;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;169;569;SODIMAS;catalogue_sodimas_2019
33DI012P00014;Coulisseau cpds guide de 7,5;Gib counterweight VS 60- G 7.5;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;89;569;SODIMAS;catalogue_sodimas_2019
33DI012P00015;Coulisseau cpds guide de 7,5;Gib counterweight VS 60- G 7.5;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;89;569;SODIMAS;catalogue_sodimas_2019
33DI012P00016;Garniture 140x29,5x30 marquage;Gib 140*29,5*30 -FS6 --G6;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;112;569;SODIMAS;catalogue_sodimas_2019
33DI012P00017;Garniture 140x29,5x30 marquage;Gib 140*29,5*30 -FS6 --G6;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;112;569;SODIMAS;catalogue_sodimas_2019
33DI012P00018;Garniture 140x29,5x30 marquage;Gib 140*29,5*30 -FS10 --G10;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;90;569;SODIMAS;catalogue_sodimas_2019
33DI012P00019;Garniture 140x29,5x30 marquage;Gib 140*29,5*30 -FS10 --G10;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;90;569;SODIMAS;catalogue_sodimas_2019
33DI012P00020;Garniture 140x29,5x30 marquage;Gib 140*29,5*30 -FS14 --G14;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;75;569;SODIMAS;catalogue_sodimas_2019
33DI012P00021;Garniture 140x29,5x30 marquage;Gib 140*29,5*30 -FS14 --G14;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;75;569;SODIMAS;catalogue_sodimas_2019
33DI012P00022;Garniture 180x50x36,5 marquage;Gib 180*50*36,5-FS16L-G16;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;281;570;SODIMAS;catalogue_sodimas_2019
33DI012P00023;Garniture 180x50x36,5 marquage;Gib 180*50*36,5-FS16L-G16;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;281;570;SODIMAS;catalogue_sodimas_2019
33DI012P00024;Garniture 146x26x29 guide de 16;Gib 146*26*29- guide 16;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;66;570;SODIMAS;catalogue_sodimas_2019
33DI012P00025;Garniture 146x26x29 guide de 16;Gib 146*26*29- guide 16;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;66;570;SODIMAS;catalogue_sodimas_2019
33DI012P00026;Mousse seule pour coulisseau;Cushion cellular for guide shoe SHS Coulisseau HSML 180x120 (garni-;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;58;570;SODIMAS;catalogue_sodimas_2019
33DI012P00027;Mousse seule pour coulisseau;Cushion cellular for guide shoe SHS Coulisseau HSML 180x120 (garni-;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;58;570;SODIMAS;catalogue_sodimas_2019
33DI012P00028;Coulisseau cpds 65x61 entraxe 38;Counterweight guide sliding shoe;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;50;570;SODIMAS;catalogue_sodimas_2019
33DI012P00029;Coulisseau cpds 65x61 entraxe 38;Counterweight guide sliding shoe;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;50;570;SODIMAS;catalogue_sodimas_2019
33DI012P00030;Coulisseau fil guide 56x48x23 2;Rope guide shoe for counterweight Coulisseau fil guide 56x48x23 2;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;130;570;SODIMAS;catalogue_sodimas_2019
33DI012P00031;Coulisseau fil guide 56x48x23 2;Rope guide shoe for counterweight Coulisseau fil guide 56x48x23 2;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;130;570;SODIMAS;catalogue_sodimas_2019
33DI012P00032;Galet Ø 60 axe de 15 pour Vario-;ROLLER DIAMETER 60 FOR VARIO-;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;210;571;SODIMAS;catalogue_sodimas_2019
33DI012P00033;Galet Ø 60 axe de 15 pour Vario-;ROLLER DIAMETER 60 FOR VARIO-;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;210;571;SODIMAS;catalogue_sodimas_2019
33DI012P00034;COULISSEAU POUR ASCENSEUR;GIB FOR HYDRAULIC LIFT;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;76;571;SODIMAS;catalogue_sodimas_2019
33DI012P00035;COULISSEAU POUR ASCENSEUR;GIB FOR HYDRAULIC LIFT;DIVERS;Arcades/Cabine/Contrepoids;CABINE;012;76;571;SODIMAS;catalogue_sodimas_2019
33DI022P00001;ROLLER Ø 120x30x30 (diamètre;Roller diam 120 *30 *30;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;479;305;SODIMAS;catalogue_sodimas_2019
33DI022P00002;ROLLER Ø 78x30x20 + axe;Roller diam 78 *30 *20 with;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;;572;SODIMAS;catalogue_sodimas_2019
33DI022P00003;ROLLER Ø 78x30x20 + axe;Roller diam 78 *30 *20 with;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;;572;SODIMAS;catalogue_sodimas_2019
33DI022P00004;ROLLER Ø 148x38x30 + axe;Roller diam 148*38*30 with;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;;572;SODIMAS;catalogue_sodimas_2019
33DI022P00005;ROLLER Ø 148x38x30 + axe;Roller diam 148*38*30 with;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;;572;SODIMAS;catalogue_sodimas_2019
33DI022P00006;ROLLER guide AR3F suspendu;Roller guide AR3F suspendu;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;;572;SODIMAS;catalogue_sodimas_2019
33DI022P00007;ROLLER guide AR3F suspendu;Roller guide AR3F suspendu;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;;572;SODIMAS;catalogue_sodimas_2019
33DI022P00008;ROLLER guide AR0 cps Ø 70 mm;Guide rail roller AR1 cps Ø 70 mm;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;0;572;SODIMAS;catalogue_sodimas_2019
33DI022P00009;ROLLER guide AR0 cps Ø 70 mm;Guide rail roller AR1 cps Ø 70 mm;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;0;572;SODIMAS;catalogue_sodimas_2019
33DI022P00010;Roller Ø 70 *18 - Trou axe de 17;ROLLER 70*18-AXLE 17;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;165;572;SODIMAS;catalogue_sodimas_2019
33DI022P00011;Roller Ø 70 *18 - Trou axe de 17;ROLLER 70*18-AXLE 17;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;165;572;SODIMAS;catalogue_sodimas_2019
33DI022P00012;Roller Ø 148*20 Trou axe de 25;ROLLER 148*20 -AXLE 25;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;1160;573;SODIMAS;catalogue_sodimas_2019
33DI022P00013;Roller Ø 148*20 Trou axe de 25;ROLLER 148*20 -AXLE 25;DIVERS;Arcades/Cabine/Contrepoids;CABINE;022;1160;573;SODIMAS;catalogue_sodimas_2019
33DI992P00001;Lubrifiant automatique SKF sys-;SKF single point bearing lubricator;DIVERS;Arcades/Cabine/Contrepoids;CABINE;992;195;574;SODIMAS;catalogue_sodimas_2019
33FA012P00001;Garniture 108x90x29 guide de 8,5;Gib 108/90*29 guide rail 8,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;72;130;SODIMAS;catalogue_sodimas_2019
33FA012P00002;Garniture 108x90x29 guide de 8,5;Gib 108/90*29 guide rail 8,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;72;130;SODIMAS;catalogue_sodimas_2019
33FA012P00003;Garniture 108x90x29 guide de 7,5;Gib 108*90*29 guide rail 7,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;75;130;SODIMAS;catalogue_sodimas_2019
33FA012P00004;Garniture 108x90x29 guide de 7,5;Gib 108*90*29 guide rail 7,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;75;130;SODIMAS;catalogue_sodimas_2019
33FA012P00005;Garniture 108x90x29 guide de 6,5;Gib 108/90*29 guide rail 6,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;77;130;SODIMAS;catalogue_sodimas_2019
33FA012P00006;Garniture 108x90x29 guide de 6,5;Gib 108/90*29 guide rail 6,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;77;130;SODIMAS;catalogue_sodimas_2019
33FA012P00007;Garniture 108x90x29 guide;Gib 108/90*29 guide rail 10,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;67;130;SODIMAS;catalogue_sodimas_2019
33FA012P00008;Garniture 108x90x29 guide;Gib 108/90*29 guide rail 10,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;67;130;SODIMAS;catalogue_sodimas_2019
33FA012P00009;Garniture 108x90x29 guide de 16;Gib 108/90*29 guide rail16;FAER;Arcades/Cabine/Contrepoids;CABINE;012;53;130;SODIMAS;catalogue_sodimas_2019
33FA012P00010;Garniture 108x90x29 guide de 16;Gib 108/90*29 guide rail16;FAER;Arcades/Cabine/Contrepoids;CABINE;012;53;130;SODIMAS;catalogue_sodimas_2019
33FA012P00011;Garniture 158x140x29 guide;Gib 158/140*29 guide rail 8,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;102;131;SODIMAS;catalogue_sodimas_2019
33FA012P00012;Garniture 158x140x29 guide;Gib 158/140*29 guide rail 8,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;102;131;SODIMAS;catalogue_sodimas_2019
33FA012P00013;Garniture 158x140x29 guide;Gib 158/140*29 guide rail 10,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;99;131;SODIMAS;catalogue_sodimas_2019
33FA012P00014;Garniture 158x140x29 guide;Gib 158/140*29 guide rail 10,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;99;131;SODIMAS;catalogue_sodimas_2019
33FA012P00015;Garniture 158x140x29 guide;Gib 158/140*29 guide rail 14,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;84;131;SODIMAS;catalogue_sodimas_2019
33FA012P00016;Garniture 158x140x29 guide;Gib 158/140*29 guide rail 14,5;FAER;Arcades/Cabine/Contrepoids;CABINE;012;84;131;SODIMAS;catalogue_sodimas_2019
33FI012P00001;Garniture Fiam 210x30x50 - G8,5;Guide shoe rigide;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;219;135;SODIMAS;catalogue_sodimas_2019
33FI012P00002;Garniture Fiam 210x30x50 - G8,5;Guide shoe rigide;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;219;135;SODIMAS;catalogue_sodimas_2019
33FI012P00003;Garnitures cabine guide de 6,5;GIB G6,5 mm- 91*20*33;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;135;SODIMAS;catalogue_sodimas_2019
33FI012P00004;Garnitures cabine guide de 6,5;GIB G6,5 mm- 91*20*33;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;135;SODIMAS;catalogue_sodimas_2019
33FI012P00005;Garnitures cabine guide de 8,5;GIB G8,5 mm- 91*20*33;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;135;SODIMAS;catalogue_sodimas_2019
33FI012P00006;Garnitures cabine guide de 8,5;GIB G8,5 mm- 91*20*33;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;135;SODIMAS;catalogue_sodimas_2019
33FI012P00007;Garnitures cabine guide de 12,5;GIB G12,5 mm- 91*20*33;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;135;SODIMAS;catalogue_sodimas_2019
33FI012P00008;Garnitures cabine guide de 12,5;GIB G12,5 mm- 91*20*33;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;135;SODIMAS;catalogue_sodimas_2019
33FI012P00009;Garniture coulisseaux cps;GIB 6,5 mm-112*18*45;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;65;135;SODIMAS;catalogue_sodimas_2019
33FI012P00010;Garniture coulisseaux cps;GIB 6,5 mm-112*18*45;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;65;135;SODIMAS;catalogue_sodimas_2019
33FI012P00011;Garniture coulisseaux cps;GIB8,5 mm-112*18*45;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;65;136;SODIMAS;catalogue_sodimas_2019
33FI012P00012;Garniture coulisseaux cps;GIB8,5 mm-112*18*45;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;65;136;SODIMAS;catalogue_sodimas_2019
33FI012P00013;Garniture coulisseaux cps;GIB 10,5 mm-112*18*45;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;65;136;SODIMAS;catalogue_sodimas_2019
33FI012P00014;Garniture coulisseaux cps;GIB 10,5 mm-112*18*45;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;65;136;SODIMAS;catalogue_sodimas_2019
33FI012P00015;Garniture coulisseaux cps;GIB 6,5 mm-94*43*19;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;136;SODIMAS;catalogue_sodimas_2019
33FI012P00016;Garniture coulisseaux cps;GIB 6,5 mm-94*43*19;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;60;136;SODIMAS;catalogue_sodimas_2019
33FI012P00017;Garniture coulisseaux 140x29x30;GIB 7,5 mm-140*29*30;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;110;136;SODIMAS;catalogue_sodimas_2019
33FI012P00018;Garniture coulisseaux 140x29x30;GIB 7,5 mm-140*29*30;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;110;136;SODIMAS;catalogue_sodimas_2019
33FI012P00019;Garniture coulisseaux 140x29x30;GIB 9,5 mm-140*29*30;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;120;136;SODIMAS;catalogue_sodimas_2019
33FI012P00020;Garniture coulisseaux 140x29x30;GIB 9,5 mm-140*29*30;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;120;136;SODIMAS;catalogue_sodimas_2019
33FI012P00021;Garniture coulisseaux 140x29x30;GIB 12,5 mm-140*29*30;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;120;137;SODIMAS;catalogue_sodimas_2019
33FI012P00022;Garniture coulisseaux 140x29x30;GIB 12,5 mm-140*29*30;FIAM;Arcades/Cabine/Contrepoids;CABINE;012;120;137;SODIMAS;catalogue_sodimas_2019
33KO012P00001;Jeu de 4 coulisseaux cpds Monos-;Guide shoe counterweight(set of 4) Coulisseau cpds type Monospace;KONE;Arcades/Cabine/Contrepoids;CABINE;012;139;165;SODIMAS;catalogue_sodimas_2019
33KO012P00002;Jeu de 4 coulisseaux cpds Monos-;Guide shoe counterweight(set of 4) Coulisseau cpds type Monospace;KONE;Arcades/Cabine/Contrepoids;CABINE;012;139;165;SODIMAS;catalogue_sodimas_2019
33KO012P00003;Coulisseau cpds type Monospace;guide shoe counterweight- Mo-;KONE;Arcades/Cabine/Contrepoids;CABINE;012;150;165;SODIMAS;catalogue_sodimas_2019
33KO012P00004;Coulisseau cpds type Monospace;guide shoe counterweight- Mo-;KONE;Arcades/Cabine/Contrepoids;CABINE;012;150;165;SODIMAS;catalogue_sodimas_2019
33KO012P00005;Garniture contrepoids guide de 8;Gib counterweight G8 -LG 120mm;KONE;Arcades/Cabine/Contrepoids;CABINE;012;74;165;SODIMAS;catalogue_sodimas_2019
33KO012P00006;Garniture contrepoids guide de 8;Gib counterweight G8 -LG 120mm;KONE;Arcades/Cabine/Contrepoids;CABINE;012;74;165;SODIMAS;catalogue_sodimas_2019
33KO012P00007;Garniture coulisseau non;GIB HT140mm-G9-Monospace;KONE;Arcades/Cabine/Contrepoids;CABINE;012;100;165;SODIMAS;catalogue_sodimas_2019
33KO012P00008;Garniture coulisseau non;GIB HT140mm-G9-Monospace;KONE;Arcades/Cabine/Contrepoids;CABINE;012;100;165;SODIMAS;catalogue_sodimas_2019
33KO012P00009;Garniture coulisseau non lubrifié;GIB HT140mm-G12 Monospace;KONE;Arcades/Cabine/Contrepoids;CABINE;012;100;165;SODIMAS;catalogue_sodimas_2019
33KO012P00010;Garniture coulisseau non lubrifié;GIB HT140mm-G12 Monospace;KONE;Arcades/Cabine/Contrepoids;CABINE;012;100;165;SODIMAS;catalogue_sodimas_2019
33KO012P00011;Jeu de 2 garnitures coulisseaux;SET OF 2 GIBS HT140mm - G16 -;KONE;Arcades/Cabine/Contrepoids;CABINE;012;200;166;SODIMAS;catalogue_sodimas_2019
33KO012P00012;Jeu de 2 garnitures coulisseaux;SET OF 2 GIBS HT140mm - G16 -;KONE;Arcades/Cabine/Contrepoids;CABINE;012;200;166;SODIMAS;catalogue_sodimas_2019
33KO012P00013;Jeu de 4 supports + garnitures;set of 4 guide shoe -G16 -ht 125mm Jeu de 4 supports + garnitures;KONE;Arcades/Cabine/Contrepoids;CABINE;012;;166;SODIMAS;catalogue_sodimas_2019
33KO012P00014;Jeu de 4 supports + garnitures;set of 4 guide shoe -G16 -ht 125mm Jeu de 4 supports + garnitures;KONE;Arcades/Cabine/Contrepoids;CABINE;012;;166;SODIMAS;catalogue_sodimas_2019
33KO022P00001;ROLLER Westinghouse Ø 152,4;Roller Westinghouse 152,4 mm. 3’’;KONE;Arcades/Cabine/Contrepoids;CABINE;022;750;167;SODIMAS;catalogue_sodimas_2019
33KO022P00002;ROLLER Westinghouse Ø 152,4;Roller Westinghouse 152,4 mm. 3’’;KONE;Arcades/Cabine/Contrepoids;CABINE;022;750;167;SODIMAS;catalogue_sodimas_2019
33KO022P00007;ROLLER Westinghouse Ø 76.2;Roller Westinghouse 76,2 mm. 3’’;KONE;Arcades/Cabine/Contrepoids;CABINE;022;182;167;SODIMAS;catalogue_sodimas_2019
33KO052P00001;Tansformateur pour plafonnier à;Transformer 15w led power supply;KONE;Arcades/Cabine/Contrepoids;CABINE;052;200;168;SODIMAS;catalogue_sodimas_2019
33KO992P00001;Clé démontage plafond - Mo-;key for dismounting ceiling;KONE;Arcades/Cabine/Contrepoids;CABINE;992;2;169;SODIMAS;catalogue_sodimas_2019
33MP012P00001;Coulisseau contrepoids guide;Counterweight gib -G5;MAC PUARSA;Arcades/Cabine/Contrepoids;CABINE;012;65;232;SODIMAS;catalogue_sodimas_2019
33MP012P00002;Coulisseau contrepoids guide;Counterweight gib -G5;MAC PUARSA;Arcades/Cabine/Contrepoids;CABINE;012;65;232;SODIMAS;catalogue_sodimas_2019
33MP012P00003;Garniture Coulisseau cabine;Guide shoe G16;MAC PUARSA;Arcades/Cabine/Contrepoids;CABINE;012;85;232;SODIMAS;catalogue_sodimas_2019
33MP012P00004;Garniture Coulisseau cabine;Guide shoe G16;MAC PUARSA;Arcades/Cabine/Contrepoids;CABINE;012;85;232;SODIMAS;catalogue_sodimas_2019
33OR012P00001;Garniture coulisseau Orona;GIB G9 -ORONA;ORONA;Arcades/Cabine/Contrepoids;CABINE;012;100;270;SODIMAS;catalogue_sodimas_2019
33OR012P00002;Garniture coulisseau Orona;GIB G9 -ORONA;ORONA;Arcades/Cabine/Contrepoids;CABINE;012;100;270;SODIMAS;catalogue_sodimas_2019
